Year,Type,Original funding cluster,Original funding cluster description,Original part of funding cluster,2020 funding cluster,2020 funding cluster description,Broad field of education,Student enrolments: commencing students,Student enrolments: not commencing students,Award course completions,Study area name,FTE +1yr (%),Overall Empl. +1yr (%),Median starting salary +1yr ($),Part funding cluster,Unit description,Field of education code,Maximum student contribution amounts,Commonwealth contribution amounts
2018,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"54,410","97,906","28,098",Medicine,91.1,91.9,73.1,"Dentistry, medicine or veterinary science",Internal Medicine,60117,"$10,754","$23,151"
2018,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"54,410","97,906","28,098",Medicine,91.1,91.9,73.1,"Dentistry, medicine or veterinary science",Medical Studies,60100,"$10,754","$23,151"
2018,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"54,410","97,906","28,098",Medicine,91.1,91.9,73.1,"Dentistry, medicine or veterinary science",Medical Studies not elsewhere classified,60199,"$10,754","$23,151"
2018,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"54,410","97,906","28,098",Medicine,91.1,91.9,73.1,"Dentistry, medicine or veterinary science",Obstetrics and Gynaecology,60107,"$10,754","$23,151"
2018,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"54,410","97,906","28,098",Medicine,91.1,91.9,73.1,"Dentistry, medicine or veterinary science",Paediatrics,60109,"$10,754","$23,151"
2018,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"54,410","97,906","28,098",Medicine,91.1,91.9,73.1,"Dentistry, medicine or veterinary science",Psychiatry,60105,"$10,754","$23,151"
2018,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"54,410","97,906","28,098",Medicine,91.1,91.9,73.1,"Dentistry, medicine or veterinary science",Radiology,60115,"$10,754","$23,151"
2018,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"54,410","97,906","28,098",Medicine,91.1,91.9,73.1,"Dentistry, medicine or veterinary science",Surgery,60103,"$10,754","$23,151"
2018,Old,Funding cluster 6,Nursing,Nursing,Funding cluster 6,Nursing,Health,"54,410","97,906","28,098",Nursing,76.3,90.4,62.6,Nursing,Nursing,603,"$6,444","$14,324"
2018,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,"54,410","97,906","28,098",Pharmacy,95.7,97.5,48,Allied health,Pharmacy,605,"$9,185","$12,830"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"65,526","133,660","32,871",Psychology,63.4,86.3,61.3,Behavioural science or social studies,Behavioural Science,907,"$6,444","$10,432"
2018,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts","Clinical psychology, foreign languages, or visual and performing arts",Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Society and Culture,"65,526","133,660","32,871",Psychology,63.4,86.3,61.3,Clinical psychology,Clinical psychology,907012,"$6,444","$12,830"
2018,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,"54,410","97,906","28,098",Rehabilitation,92.4,96.2,64.7,Allied health,Occupational Therapy,61703,"$9,185","$12,830"
2018,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,"54,410","97,906","28,098",Rehabilitation,92.4,96.2,64.7,Allied health,Physiotherapy,61701,"$9,185","$12,830"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Natural and Physical Sciences,"30,822","56,414","16,772",Science and Mathematics,63.4,82.4,60,Mathematics or statistics,Mathematical Sciences,101,"$9,185","$10,432"
2018,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,822","56,414","16,772",Science and Mathematics,63.4,82.4,60,"Science, Engineering or surveying",Biological Sciences,109,"$9,185","$18,240"
2018,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,822","56,414","16,772",Science and Mathematics,63.4,82.4,60,"Science, Engineering or surveying",Chemical Sciences,105,"$9,185","$18,240"
2018,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,822","56,414","16,772",Science and Mathematics,63.4,82.4,60,"Science, Engineering or surveying",Earth Sciences,107,"$9,185","$18,240"
2018,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,822","56,414","16,772",Science and Mathematics,63.4,82.4,60,"Science, Engineering or surveying",Food Science and Biotechnology,19905,"$9,185","$18,240"
2018,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,822","56,414","16,772",Science and Mathematics,63.4,82.4,60,"Science, Engineering or surveying",Forensic Science,19903,"$9,185","$18,240"
2018,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,822","56,414","16,772",Science and Mathematics,63.4,82.4,60,"Science, Engineering or surveying",Laboratory Technology,19909,"$9,185","$18,240"
2018,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,822","56,414","16,772",Science and Mathematics,63.4,82.4,60,"Science, Engineering or surveying",Natural and Physical Sciences not elsewhere classified,19999,"$9,185","$18,240"
2018,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,822","56,414","16,772",Science and Mathematics,63.4,82.4,60,"Science, Engineering or surveying",Other Natural and Physical Sciences,19900,"$9,185","$18,240"
2018,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,822","56,414","16,772",Science and Mathematics,63.4,82.4,60,"Science, Engineering or surveying",Pharmacology,19907,"$9,185","$18,240"
2018,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Natural and Physical Sciences,"30,822","56,414","16,772",Science and Mathematics,63.4,82.4,60,"Science, Engineering or surveying",Physics and Astronomy,103,"$9,185","$18,240"
2018,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Natural and Physical Sciences,"30,822","56,414","16,772",Science and Mathematics,63.4,82.4,60,"Dentistry, medicine or veterinary science",Medical Science,19901,"$10,754","$23,151"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"65,526","133,660","32,871",Social Work,70.2,84.8,67.6,Behavioural science or social studies,Care for the Aged,90507,"$6,444","$10,432"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"65,526","133,660","32,871",Social Work,70.2,84.8,67.6,Behavioural science or social studies,Care for the Disabled,90509,"$6,444","$10,432"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"65,526","133,660","32,871",Social Work,70.2,84.8,67.6,Behavioural science or social studies,Children’s Services,90503,"$6,444","$10,432"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"65,526","133,660","32,871",Social Work,70.2,84.8,67.6,Behavioural science or social studies,Counselling,90513,"$6,444","$10,432"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"65,526","133,660","32,871",Social Work,70.2,84.8,67.6,Behavioural science or social studies,Human Welfare Studies and Services,90500,"$6,444","$10,432"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"65,526","133,660","32,871",Social Work,70.2,84.8,67.6,Behavioural science or social studies,Human Welfare Studies and Services not elsewhere classified,90599,"$6,444","$10,432"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"65,526","133,660","32,871",Social Work,70.2,84.8,67.6,Behavioural science or social studies,Residential Client Care,90511,"$6,444","$10,432"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"65,526","133,660","32,871",Social Work,70.2,84.8,67.6,Behavioural science or social studies,Social Work,90501,"$6,444","$10,432"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"65,526","133,660","32,871",Social Work,70.2,84.8,67.6,Behavioural science or social studies,Welfare Studies,90515,"$6,444","$10,432"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"65,526","133,660","32,871",Social Work,70.2,84.8,67.6,Behavioural science or social studies,Youth Work,90505,"$6,444","$10,432"
2018,Old,Funding cluster 4,Education,Education,Funding cluster 4,Education,Education,"20,532","49,955","10,726",Teacher Education,80.8,92.7,68,Education,Curriculum and Education Studies,703,"$6,444","$10,855"
2018,Old,Funding cluster 4,Education,Education,Funding cluster 4,Education,Education,"20,532","49,955","10,726",Teacher Education,80.8,92.7,68,Education,Other Education,799,"$6,444","$10,855"
2018,Old,Funding cluster 4,Education,Education,Funding cluster 4,Education,Education,"20,532","49,955","10,726",Teacher Education,80.8,92.7,68,Education,Teacher Education,701,"$6,444","$10,855"
2018,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce","Food, Hospitality and Personal Services",0,0,0,"Tourism, Hospitality, Personal Services, Sport and Recreation",56.4,83.4,50,"Law, accounting, administration, economics, commerce",Food and Hospitality,1101,"$10,754","$2,120"
2018,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce","Food, Hospitality and Personal Services",0,0,0,"Tourism, Hospitality, Personal Services, Sport and Recreation",56.4,83.4,50,"Law, accounting, administration, economics, commerce",Personal Services,1103,"$10,754","$2,120"
2018,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Management and Commerce,"41,923","92,567","24,287","Tourism, Hospitality, Personal Services, Sport and Recreation",56.4,83.4,50,"Law, accounting, administration, economics, commerce",Tourism,807,"$10,754","$2,120"
2018,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Mixed Field Programmes,0,0,0,"Tourism, Hospitality, Personal Services, Sport and Recreation",56.4,83.4,50,"Law, accounting, administration, economics, commerce",General Education Programmes,1201,"$10,754","$2,120"
2018,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Mixed Field Programmes,0,0,0,"Tourism, Hospitality, Personal Services, Sport and Recreation",56.4,83.4,50,"Law, accounting, administration, economics, commerce",Other Mixed Field Programmes,1299,"$10,754","$2,120"
2018,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,"65,526","133,660","32,871","Tourism, Hospitality, Personal Services, Sport and Recreation",56.4,83.4,50,Behavioural science or social studies,Sport and Recreation,921,"$6,444","$10,432"
2018,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,"54,410","97,906","28,098",Veterinary Science,81.9,91.6,55,"Dentistry, medicine or veterinary science",Veterinary Studies,611,"$10,754","$23,151"
2019,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Agriculture,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Agriculture Environmental and Related Studies,,,,Agriculture and Environmental Studies,,,,Agriculture,Agriculture,501,"$9,359","$23,590"
2019,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Agriculture,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Agriculture Environmental and Related Studies,,,,Agriculture and Environmental Studies,,,,Agriculture,Fisheries Sciences,507,"$9,359","$23,590"
2019,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Agriculture,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Agriculture Environmental and Related Studies,,,,Agriculture and Environmental Studies,,,,Agriculture,Forestry Sciences,505,"$9,359","$23,590"
2019,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Agriculture,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Agriculture Environmental and Related Studies,,,,Agriculture and Environmental Studies,,,,Agriculture,Horticulture and Viticulture,503,"$9,359","$23,590"
2019,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Agriculture,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Agriculture Environmental and Related Studies,,,,Agriculture and Environmental Studies,,,,Agriculture,"Other Agriculture, Environmental and Related Studies",599,"$9,359","$23,590"
2019,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Agriculture,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Agriculture Environmental and Related Studies,,,,Agriculture and Environmental Studies,,,,Environmental Studies,Environmental Studies,509,"$9,359","$23,590"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Architecture and Building,,,,Architecture and Building,,,,"Computing, built environment or other health",Architecture and Urban Environment,401,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Architecture and Building,,,,Architecture and Building,,,,"Computing, built environment or other health",Building,403,"$9,359","$10,630"
2019,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Management and Commerce,,,,Business and Management,,,,"Law, accounting, administration, economics, commerce",Accounting,801,"$10,958","$2,160"
2019,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Management and Commerce,,,,Business and Management,,,,"Law, accounting, administration, economics, commerce","Banking, Finance and Related Fields",811,"$10,958","$2,160"
2019,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Management and Commerce,,,,Business and Management,,,,"Law, accounting, administration, economics, commerce",Business and Management,803,"$10,958","$2,160"
2019,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Management and Commerce,,,,Business and Management,,,,"Law, accounting, administration, economics, commerce",Office Studies,809,"$10,958","$2,160"
2019,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Management and Commerce,,,,Business and Management,,,,"Law, accounting, administration, economics, commerce",Other Management and Commerce,899,"$10,958","$2,160"
2019,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Management and Commerce,,,,Business and Management,,,,"Law, accounting, administration, economics, commerce",Sales and Marketing,805,"$10,958","$2,160"
2019,Old,Funding cluster 1,"Law, accounting, administration, economics, commerce","Law, accounting, administration, economics, commerce",Funding cluster 1,"Law, accounting, administration, economics, commerce",Society and Culture,,,,Business and Management,,,,"Law, accounting, administration, economics, commerce",Economics and Econometrics,919,"$10,958","$2,160"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts","Clinical psychology, foreign languages, or visual and performing arts",Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Creative Arts,,,,Communications,,,,Communications,Communication and Media Studies,1007,"$6,566","$13,073"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Information Technology,,,,Computing and Information Systems,,,,"Computing, built environment or other health",Computer Science,201,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Information Technology,,,,Computing and Information Systems,,,,"Computing, built environment or other health",Information Systems,203,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Information Technology,,,,Computing and Information Systems,,,,"Computing, built environment or other health",Other Information Technology,299,"$9,359","$10,630"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts","Clinical psychology, foreign languages, or visual and performing arts",Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Creative Arts,,,,Creative Arts,,,,Creative arts,Graphic and Design Studies,1005,"$6,566","$13,073"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts","Clinical psychology, foreign languages, or visual and performing arts",Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Creative Arts,,,,Creative Arts,,,,Creative arts,Other Creative Arts,1099,"$6,566","$13,073"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts","Clinical psychology, foreign languages, or visual and performing arts",Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Creative Arts,,,,Creative Arts,,,,Creative arts,Performing Arts,1001,"$6,566","$13,073"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts","Clinical psychology, foreign languages, or visual and performing arts",Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Creative Arts,,,,Creative Arts,,,,Creative arts,Visual Arts and Crafts,1003,"$6,566","$13,073"
2019,Old,Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture","Dentistry, medicine or veterinary science",Funding cluster 8,"Dentistry, medicine, veterinary science, agriculture",Health,,,,Dentistry,,,,"Dentistry, medicine or veterinary science",Dental Studies,607,"$10,958","$23,590"
2019,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,,,,Engineering,,,,"Science, Engineering or surveying",Aerospace Engineering and Technology,315,"$9,359","$18,586"
2019,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,,,,Engineering,,,,"Science, Engineering or surveying",Automotive Engineering and Technology,305,"$9,359","$18,586"
2019,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,,,,Engineering,,,,"Science, Engineering or surveying",Civil Engineering,309,"$9,359","$18,586"
2019,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,,,,Engineering,,,,"Science, Engineering or surveying",Electrical and Electronic Engineering and Technology,313,"$9,359","$18,586"
2019,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,,,,Engineering,,,,"Science, Engineering or surveying",Geomatic Engineering,311,"$9,359","$18,586"
2019,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,,,,Engineering,,,,"Science, Engineering or surveying",Manufacturing Engineering and Technology,301,"$9,359","$18,586"
2019,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,,,,Engineering,,,,"Science, Engineering or surveying",Maritime Engineering and Technology,317,"$9,359","$18,586"
2019,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,,,,Engineering,,,,"Science, Engineering or surveying",Mechanical and Industrial Engineering and Technology,307,"$9,359","$18,586"
2019,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,,,,Engineering,,,,"Science, Engineering or surveying",Other Engineering and Related Technologies,399,"$9,359","$18,586"
2019,Old,Funding cluster 7,"Engineering, science, surveying","Science, Engineering or surveying",Funding cluster 7,"Engineering, science, surveying",Engineering and Related Technologies,,,,Engineering,,,,"Science, Engineering or surveying",Process and Resources Engineering,303,"$9,359","$18,586"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science1 or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,Behavioural science or social studies,Human Movement,69903,"$6,566","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Community Health,61309,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Complementary Therapies,619,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Environmental Health,61303,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Epidemiology,61311,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",First Aid,69907,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Health not elsewhere classified,69999,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Health Promotion,61307,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Massage Therapy,61711,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Occupational Health and Safety,61301,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Other Health,69900,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Public Health,61300,"$9,359","$10,630"
